Transaction_ID,Year,Season,Category,City,State,Customer_ID,Product_ID,Payment_Mode,MRP,Discount_%,Quantity,Return_Flag,Out_of_Stock,Hour_of_Day,Selling_Price,Revenue,Margin
T1530,2020,Festive,Fashion,Chennai,Karnataka,C995,P72,Wallet,26518.4,31,2,1,0,3,18297.7,36595.4,16441.4
T1531,2023,Summer,Home,Delhi,Maharashtra,C1783,P105,Credit Card,43915.39,18,3,0,0,4,36010.62,108031.86000000002,23714.30999999999
T1532,2022,Summer,Fashion,Chennai,Tamil Nadu,C557,P105,Wallet,40587.37,29,3,0,0,14,28817.03,86451.09,35311.02000000001
T1533,2019,Winter,Grocery,Hyderabad,Karnataka,C1810,P208,Wallet,3977.52,56,2,0,0,1,1750.11,3500.22,4454.82
T1534,2021,Winter,Grocery,Hyderabad,West Bengal,C159,P95,COD,10257.48,63,1,1,0,20,3795.27,3795.27,6462.209999999999
T1535,2023,Festive,Electronics,Delhi,Maharashtra,C1400,P203,Debit Card,32953.99,42,3,0,0,22,19113.31,57339.93000000001,41522.03999999999
T1536,2019,Festive,Beauty,Delhi,Maharashtra,C299,P464,Wallet,22286.37,24,2,0,0,8,16937.64,33875.28,10697.46
T1537,2023,Winter,Beauty,Pune,Tamil Nadu,C415,P157,COD,14676.85,24,2,0,0,7,11154.41,22308.82,7044.880000000001
T1538,2023,Winter,Beauty,Bangalore,Tamil Nadu,C460,P238,Credit Card,21047.97,60,1,0,0,10,8419.19,8419.19,12628.78
T1539,2021,Summer,Grocery,Chennai,Tamil Nadu,C1781,P156,Credit Card,22370.94,34,4,0,0,21,14764.82,59059.28,30424.479999999996
T1540,2022,Summer,Beauty,Bangalore,Delhi,C19,P276,COD,45545.5,45,2,0,0,12,25050.02,50100.04,40990.96
T1541,2020,Summer,Mobiles,Mumbai,West Bengal,C1615,P283,Wallet,5352.22,67,1,0,0,6,1766.23,1766.23,3585.9900000000002
T1542,2022,Winter,Mobiles,Mumbai,Maharashtra,C1662,P256,Wallet,14130.59,33,1,0,0,18,9467.5,9467.5,4663.09
T1543,2021,Monsoon,Home,Delhi,Tamil Nadu,C1501,P379,Debit Card,26970.73,48,3,0,0,14,14024.78,42074.340000000004,38837.85
T1544,2021,Winter,Beauty,Hyderabad,Delhi,C681,P372,Debit Card,34974.69,61,2,0,0,11,13640.13,27280.26,42669.12000000001
T1545,2021,Winter,Electronics,Mumbai,Telangana,C860,P457,Credit Card,31605.74,28,3,0,0,12,22756.13,68268.39,26548.83
T1546,2019,Summer,Home,Mumbai,West Bengal,C594,P309,Debit Card,47093.81,23,4,0,0,0,36262.23,145048.92,43326.31999999998
T1547,2022,Winter,Grocery,Bangalore,Maharashtra,C1699,P155,COD,39821.32,21,4,0,0,20,31458.84,125835.36,33449.92
T1548,2022,Festive,Beauty,Bangalore,Maharashtra,C706,P128,Credit Card,27942.43,65,3,0,0,7,9779.85,29339.550000000003,54487.740000000005
T1549,2023,Winter,Mobiles,Pune,Telangana,C1113,P423,Wallet,10891.2,8,3,0,0,14,10019.9,30059.699999999997,2613.9000000000033
T1550,2023,Winter,Electronics,Pune,Telangana,C1513,P267,Credit Card,22653.54,26,2,0,0,21,16763.62,33527.24,11779.840000000004
T1551,2023,Winter,Home,Mumbai,Maharashtra,C277,P330,UPI,34730.44,10,2,0,0,13,31257.4,62514.8,6946.080000000002
T1552,2021,Winter,Electronics,Delhi,Delhi,C1703,P19,Credit Card,41930.52,34,2,0,0,7,27674.14,55348.28,28512.759999999995
T1553,2022,Monsoon,Beauty,Bangalore,Delhi,C642,P375,Debit Card,47994.86,15,4,0,0,23,40795.63,163182.52,28796.920000000013
T1554,2021,Winter,Fashion,Mumbai,Telangana,C1005,P111,COD,30351.55,52,3,1,0,2,14568.74,43706.22,47348.43
T1555,2019,Festive,Electronics,Hyderabad,West Bengal,C897,P430,Wallet,26440.58,50,1,1,0,11,13220.29,13220.29,13220.29
T1556,2023,Festive,Electronics,Bangalore,Karnataka,C181,P340,Wallet,1081.06,31,3,0,0,14,745.93,2237.79,1005.39
T1557,2021,Winter,Grocery,Mumbai,Telangana,C1383,P310,Debit Card,3790.53,23,1,0,0,21,2918.71,2918.71,871.8200000000002
T1558,2021,Summer,Mobiles,Pune,Maharashtra,C168,P57,Debit Card,7974.03,63,2,0,0,15,2950.39,5900.78,10047.279999999999
T1559,2019,Monsoon,Beauty,Chennai,Telangana,C1801,P440,Debit Card,2927.04,58,2,0,0,6,1229.36,2458.72,3395.36
T1560,2020,Winter,Electronics,Bangalore,West Bengal,C248,P98,UPI,20162.99,21,3,0,0,17,15928.76,47786.28,12702.690000000004
T1561,2022,Winter,Beauty,Chennai,West Bengal,C76,P86,COD,16976.55,54,1,0,0,12,7809.21,7809.21,9167.34
T1562,2020,Winter,Mobiles,Bangalore,Telangana,C1026,P196,UPI,31940.24,44,4,0,0,22,17886.53,71546.12,56214.84000000001
T1563,2023,Summer,Grocery,Bangalore,Delhi,C838,P292,Debit Card,26876.12,15,2,0,0,5,22844.7,45689.4,8062.8399999999965
T1564,2021,Summer,Beauty,Pune,Telangana,C1310,P29,COD,29879.34,18,2,0,0,1,24501.06,49002.12,10756.559999999998
T1565,2019,Summer,Mobiles,Kolkata,Tamil Nadu,C1490,P187,Debit Card,23704.46,17,3,0,0,1,19674.7,59024.100000000006,12089.279999999995
T1566,2019,Monsoon,Mobiles,Kolkata,Tamil Nadu,C623,P184,COD,14031.31,32,3,0,0,21,9541.29,28623.870000000003,13470.059999999996
T1567,2022,Festive,Home,Chennai,Karnataka,C1835,P117,Wallet,47650.7,48,4,0,0,18,24778.36,99113.44,91489.35999999999
T1568,2020,Monsoon,Grocery,Delhi,Maharashtra,C73,P451,UPI,4503.18,67,3,0,0,5,1486.05,4458.15,9051.39
T1569,2022,Summer,Grocery,Mumbai,Maharashtra,C459,P445,Debit Card,46956.77,65,4,0,0,9,16434.87,65739.48,122087.59999999999
T1570,2021,Festive,Beauty,Delhi,Maharashtra,C1867,P24,Debit Card,15699.65,21,1,0,0,16,12402.72,12402.72,3296.9300000000003
T1571,2022,Festive,Fashion,Delhi,Delhi,C475,P256,Credit Card,25730.54,54,4,1,0,18,11836.05,47344.2,55577.96000000001
T1572,2019,Summer,Home,Kolkata,Maharashtra,C437,P383,Wallet,5620.35,30,1,0,0,15,3934.24,3934.24,1686.1100000000006
T1573,2019,Summer,Grocery,Mumbai,Karnataka,C1356,P239,Debit Card,3732.37,11,2,0,0,17,3321.81,6643.62,821.1199999999999
T1574,2023,Monsoon,Mobiles,Kolkata,Tamil Nadu,C1600,P185,UPI,21591.36,20,3,0,0,18,17273.09,51819.270000000004,12954.810000000001
T1575,2023,Summer,Grocery,Kolkata,Delhi,C386,P37,Wallet,37136.53,21,2,0,0,1,29337.86,58675.72,15597.339999999997
T1576,2021,Festive,Fashion,Pune,West Bengal,C267,P140,Debit Card,13614.37,39,4,0,0,2,8304.77,33219.08,21238.4
T1577,2020,Winter,Electronics,Kolkata,Tamil Nadu,C1074,P37,UPI,28204.92,27,4,0,0,14,20589.59,82358.36,30461.319999999992
T1578,2022,Summer,Electronics,Hyderabad,Karnataka,C774,P245,Credit Card,14076.79,13,4,0,0,14,12246.81,48987.24,7319.9200000000055
T1579,2021,Summer,Grocery,Delhi,Delhi,C202,P2,Credit Card,19552.93,22,1,0,0,11,15251.29,15251.29,4301.639999999999
T1580,2023,Monsoon,Grocery,Pune,Telangana,C705,P460,UPI,45341.03,52,2,0,0,19,21763.69,43527.38,47154.68
T1581,2022,Monsoon,Home,Pune,Maharashtra,C187,P387,Wallet,42820.81,27,2,0,0,12,31259.19,62518.38,23123.239999999998
T1582,2023,Summer,Grocery,Delhi,Karnataka,C977,P166,UPI,25897.67,14,4,0,0,22,22272.0,89088.0,14502.679999999993
T1583,2022,Festive,Fashion,Pune,Delhi,C847,P112,UPI,12057.66,42,3,0,0,1,6993.44,20980.32,15192.66
T1584,2020,Festive,Grocery,Delhi,Tamil Nadu,C1321,P451,Credit Card,9820.56,63,2,0,0,17,3633.61,7267.22,12373.899999999998
T1585,2021,Winter,Beauty,Hyderabad,Delhi,C1770,P336,Credit Card,47713.55,47,3,0,0,14,25288.18,75864.54000000001,67276.11000000002
T1586,2022,Summer,Fashion,Bangalore,Telangana,C564,P310,Credit Card,10295.29,16,2,1,0,17,8648.04,17296.08,3294.5
T1587,2019,Monsoon,Home,Pune,Karnataka,C1790,P488,Debit Card,40446.78,57,4,1,0,12,17392.12,69568.48,92218.64
T1588,2019,Festive,Beauty,Chennai,Delhi,C517,P409,Debit Card,18574.72,18,4,0,0,5,15231.27,60925.08,13373.800000000003
T1589,2022,Winter,Beauty,Chennai,West Bengal,C336,P472,COD,49285.86,56,2,0,0,7,21685.78,43371.56,55200.16
T1590,2022,Summer,Electronics,Hyderabad,Karnataka,C336,P340,Debit Card,18534.16,65,1,0,0,15,6486.96,6486.96,12047.2
T1591,2022,Festive,Fashion,Delhi,Karnataka,C953,P452,Wallet,17705.53,45,1,0,1,19,9738.04,9738.04,7967.489999999998
T1592,2019,Summer,Beauty,Chennai,Tamil Nadu,C1555,P326,Wallet,31945.69,25,2,0,0,2,23959.27,47918.54,15972.839999999997
T1593,2019,Summer,Home,Hyderabad,Maharashtra,C1308,P367,Credit Card,48083.54,52,4,0,0,16,23080.1,92320.4,100013.76000000001
T1594,2022,Festive,Electronics,Kolkata,Maharashtra,C1039,P431,UPI,48815.24,60,2,0,0,17,19526.1,39052.2,58578.28
T1595,2023,Festive,Beauty,Mumbai,Maharashtra,C1238,P270,Credit Card,35418.87,39,3,0,0,11,21605.51,64816.53,41440.080000000016
T1596,2023,Festive,Fashion,Chennai,West Bengal,C263,P65,UPI,37779.4,48,4,0,0,6,19645.29,78581.16,72536.44
T1597,2020,Summer,Electronics,Mumbai,Telangana,C1787,P196,Credit Card,28257.43,43,1,0,0,11,16106.74,16106.74,12150.69
T1598,2021,Summer,Fashion,Delhi,Delhi,C1032,P323,Credit Card,37837.63,19,1,0,0,2,30648.48,30648.48,7189.149999999998
T1599,2023,Winter,Fashion,Chennai,Maharashtra,C1149,P22,Wallet,43017.03,16,2,0,0,11,36134.31,72268.62,13765.440000000002
T1600,2019,Monsoon,Fashion,Hyderabad,Maharashtra,C1544,P493,UPI,24407.55,12,3,0,0,14,21478.64,64435.92,8786.73
T1601,2023,Summer,Electronics,Bangalore,Tamil Nadu,C57,P326,COD,31069.14,5,4,0,0,16,29515.68,118062.72,6213.8399999999965
T1602,2020,Monsoon,Beauty,Chennai,Maharashtra,C110,P120,COD,26958.37,46,1,0,0,11,14557.52,14557.52,12400.849999999999
T1603,2020,Festive,Grocery,Chennai,Karnataka,C26,P445,Credit Card,28211.04,35,2,1,0,8,18337.18,36674.36,19747.72
T1604,2021,Summer,Mobiles,Chennai,Karnataka,C801,P357,Credit Card,44524.39,34,2,0,0,21,29386.1,58772.2,30276.58
T1605,2023,Winter,Beauty,Chennai,Telangana,C439,P412,Wallet,17909.72,47,4,0,0,0,9492.15,37968.6,33670.280000000006
T1606,2019,Winter,Electronics,Hyderabad,West Bengal,C477,P462,UPI,10567.56,30,2,0,0,15,7397.29,14794.58,6340.539999999999
T1607,2019,Monsoon,Mobiles,Hyderabad,Delhi,C610,P126,Credit Card,22922.75,16,2,0,0,14,19255.11,38510.22,7335.279999999999
T1608,2022,Festive,Mobiles,Bangalore,Delhi,C1704,P271,COD,10562.64,63,2,0,0,10,3908.18,7816.36,13308.919999999998
T1609,2019,Monsoon,Mobiles,Hyderabad,Tamil Nadu,C1888,P135,UPI,25020.34,15,1,0,0,4,21267.29,21267.29,3753.0499999999993
T1610,2021,Festive,Grocery,Hyderabad,Telangana,C359,P278,Credit Card,45194.7,51,1,0,0,6,22145.4,22145.4,23049.299999999996
T1611,2021,Winter,Home,Delhi,Delhi,C512,P73,UPI,30948.19,27,3,0,0,2,22592.18,67776.54000000001,25068.029999999995
T1612,2019,Monsoon,Electronics,Pune,West Bengal,C1709,P222,Wallet,42800.56,47,4,0,0,12,22684.3,90737.2,80465.04
T1613,2019,Winter,Grocery,Delhi,Karnataka,C1439,P274,COD,8476.31,43,4,0,0,23,4831.5,19326.0,14579.239999999998
T1614,2022,Winter,Grocery,Pune,Telangana,C1885,P347,UPI,45063.5,59,4,0,0,12,18476.04,73904.16,106349.84
T1615,2019,Festive,Home,Mumbai,Maharashtra,C796,P461,COD,30169.0,22,4,0,0,18,23531.82,94127.28,26548.72
T1616,2022,Monsoon,Mobiles,Bangalore,Maharashtra,C295,P464,Credit Card,1781.64,46,2,0,0,9,962.09,1924.18,1639.1000000000001
T1617,2022,Monsoon,Home,Pune,Maharashtra,C116,P193,Debit Card,31729.32,30,4,0,0,6,22210.52,88842.08,38075.2
T1618,2019,Winter,Home,Delhi,Telangana,C1490,P286,UPI,47579.57,22,3,0,0,19,37112.06,111336.18,31402.530000000006
T1619,2020,Winter,Grocery,Bangalore,Telangana,C619,P180,COD,4142.52,45,4,0,0,20,2278.39,9113.56,7456.520000000002
T1620,2020,Festive,Electronics,Bangalore,West Bengal,C686,P454,UPI,29206.32,46,4,0,0,22,15771.41,63085.64,53739.64
T1621,2022,Summer,Fashion,Chennai,West Bengal,C850,P339,Credit Card,45790.83,37,2,0,0,14,28848.22,57696.44,33885.22
T1622,2019,Summer,Home,Kolkata,Delhi,C910,P275,Credit Card,682.82,47,2,0,0,17,361.89,723.78,641.8600000000001
T1623,2020,Winter,Home,Kolkata,Maharashtra,C973,P261,COD,31619.46,18,2,0,0,19,25927.96,51855.92,11383.0
T1624,2019,Summer,Mobiles,Kolkata,Tamil Nadu,C425,P45,Wallet,23850.13,59,3,0,0,6,9778.55,29335.649999999998,42214.740000000005
T1625,2019,Summer,Mobiles,Bangalore,Tamil Nadu,C1355,P128,UPI,17480.07,62,2,0,0,2,6642.43,13284.86,21675.28
T1626,2019,Summer,Grocery,Chennai,West Bengal,C759,P482,UPI,31451.32,14,4,0,0,19,27048.14,108192.56,17612.72
T1627,2023,Summer,Mobiles,Mumbai,Delhi,C1327,P391,Credit Card,2824.56,32,3,0,0,9,1920.7,5762.1,2711.58
T1628,2019,Winter,Beauty,Mumbai,Delhi,C1792,P316,UPI,37702.54,18,1,0,0,14,30916.08,30916.08,6786.459999999999
T1629,2023,Summer,Home,Kolkata,Delhi,C1874,P457,COD,423.08,30,2,0,0,11,296.16,592.32,253.83999999999992
T1630,2022,Summer,Mobiles,Mumbai,West Bengal,C2000,P442,Debit Card,15485.4,21,3,0,0,15,12233.47,36700.409999999996,9755.79
T1631,2020,Festive,Electronics,Chennai,Tamil Nadu,C607,P46,Credit Card,25297.14,38,1,0,0,23,15684.23,15684.23,9612.91
T1632,2020,Winter,Beauty,Kolkata,Delhi,C535,P304,Debit Card,18975.71,18,2,0,0,18,15560.08,31120.16,6831.259999999998
T1633,2020,Monsoon,Grocery,Pune,West Bengal,C1046,P373,UPI,15512.3,30,1,1,0,11,10858.61,10858.61,4653.689999999999
T1634,2020,Monsoon,Fashion,Pune,Maharashtra,C287,P333,Wallet,41575.59,38,2,0,0,20,25776.87,51553.74,31597.439999999995
T1635,2020,Festive,Home,Chennai,Maharashtra,C821,P5,COD,46754.66,28,3,0,0,1,33663.36,100990.08,39273.90000000001
T1636,2020,Festive,Home,Mumbai,Karnataka,C845,P353,UPI,43710.89,24,2,0,0,7,33220.28,66440.56,20981.22
T1637,2020,Winter,Electronics,Kolkata,Maharashtra,C1530,P10,COD,26217.08,43,2,0,0,23,14943.74,29887.48,22546.680000000004
T1638,2022,Monsoon,Fashion,Pune,Telangana,C1003,P253,UPI,44231.38,49,3,0,0,12,22558.0,67674.0,65020.13999999999
T1639,2019,Summer,Fashion,Chennai,Karnataka,C425,P480,UPI,46058.91,38,3,0,1,0,28556.52,85669.56,52507.17000000001
T1640,2021,Festive,Grocery,Hyderabad,Maharashtra,C503,P206,UPI,20580.07,26,4,0,0,1,15229.25,60917.0,21403.28
T1641,2023,Monsoon,Grocery,Pune,Telangana,C1843,P207,Credit Card,14315.6,37,4,0,0,13,9018.83,36075.32,21187.08
T1642,2021,Winter,Beauty,Hyderabad,Maharashtra,C1161,P47,Debit Card,5093.61,10,3,0,0,3,4584.25,13752.75,1528.079999999999
T1643,2021,Summer,Home,Chennai,West Bengal,C1579,P197,Wallet,24058.78,20,2,1,0,5,19247.02,38494.04,9623.519999999997
T1644,2019,Winter,Mobiles,Chennai,Maharashtra,C313,P31,Debit Card,47325.59,27,1,1,0,12,34547.68,34547.68,12777.909999999996
T1645,2019,Festive,Grocery,Delhi,Telangana,C1480,P315,Debit Card,28133.19,22,3,0,0,8,21943.89,65831.67,18567.899999999998
T1646,2019,Monsoon,Electronics,Pune,Delhi,C553,P334,COD,33444.59,18,1,0,0,15,27424.56,27424.56,6020.029999999995
T1647,2020,Monsoon,Electronics,Delhi,West Bengal,C1114,P81,Credit Card,5821.61,54,4,0,0,0,2677.94,10711.76,12574.679999999998
T1648,2022,Monsoon,Electronics,Bangalore,Maharashtra,C1717,P181,Credit Card,7347.28,65,4,0,0,8,2571.55,10286.2,19102.92
T1649,2020,Monsoon,Grocery,Pune,Telangana,C1944,P127,UPI,23330.77,40,3,1,0,23,13998.46,41995.38,27996.930000000004
T1650,2022,Summer,Grocery,Kolkata,West Bengal,C117,P111,Debit Card,47572.99,19,3,0,0,6,38534.12,115602.36000000002,27116.609999999986
T1651,2022,Summer,Electronics,Bangalore,Delhi,C216,P340,Wallet,18167.08,9,2,0,0,17,16532.04,33064.08,3270.0800000000017
T1652,2021,Winter,Grocery,Bangalore,Telangana,C1299,P231,COD,43898.71,57,4,0,0,15,18876.45,75505.8,100089.04
T1653,2021,Summer,Mobiles,Mumbai,Telangana,C1295,P131,Credit Card,6190.37,52,4,0,0,6,2971.38,11885.52,12875.96
T1654,2022,Festive,Mobiles,Hyderabad,Maharashtra,C1125,P483,UPI,30927.46,15,3,0,0,17,26288.34,78865.02,13917.359999999997
T1655,2022,Festive,Beauty,Mumbai,West Bengal,C1970,P350,Wallet,30110.53,6,1,0,0,8,28303.9,28303.9,1806.6299999999974
T1656,2020,Monsoon,Home,Kolkata,Maharashtra,C1607,P120,Debit Card,43021.76,28,2,0,0,19,30975.67,61951.34,24092.180000000008
T1657,2020,Festive,Mobiles,Chennai,Telangana,C501,P325,Wallet,365.17,16,3,0,0,1,306.74,920.22,175.29000000000002
T1658,2021,Winter,Beauty,Delhi,Maharashtra,C491,P311,Credit Card,9658.6,63,1,0,0,4,3573.68,3573.68,6084.92
T1659,2019,Summer,Fashion,Kolkata,Telangana,C856,P117,COD,11140.44,36,2,0,0,8,7129.88,14259.76,8021.120000000001
T1660,2022,Summer,Home,Chennai,Tamil Nadu,C1512,P122,Debit Card,47508.31,40,1,0,0,3,28504.99,28504.99,19003.319999999996
T1661,2020,Summer,Mobiles,Kolkata,Karnataka,C1043,P73,COD,7853.94,25,2,0,0,15,5890.46,11780.92,3926.959999999999
T1662,2021,Festive,Fashion,Chennai,Maharashtra,C525,P287,Wallet,2040.73,13,2,0,0,20,1775.44,3550.88,530.5799999999999
T1663,2020,Summer,Beauty,Pune,Maharashtra,C50,P459,Wallet,26816.18,48,2,0,0,23,13944.41,27888.82,25743.54
T1664,2022,Monsoon,Mobiles,Delhi,Maharashtra,C1803,P317,UPI,26522.21,63,4,0,0,2,9813.22,39252.88,66835.95999999999
T1665,2022,Monsoon,Mobiles,Chennai,Delhi,C1143,P424,Debit Card,42233.54,28,3,1,0,5,30408.15,91224.45000000001,35476.17
T1666,2023,Monsoon,Grocery,Bangalore,Tamil Nadu,C1638,P392,Wallet,47453.21,67,4,0,0,16,15659.56,62638.24,127174.6
T1667,2019,Festive,Fashion,Kolkata,Delhi,C532,P487,Credit Card,27019.56,45,4,0,0,18,14860.76,59443.04,48635.200000000004
T1668,2023,Summer,Mobiles,Delhi,Tamil Nadu,C1315,P397,Credit Card,46513.71,6,2,1,0,7,43722.89,87445.78,5581.639999999999
T1669,2021,Festive,Electronics,Chennai,Tamil Nadu,C861,P166,COD,36312.93,32,3,0,0,9,24692.79,74078.37,34860.42
T1670,2020,Summer,Grocery,Bangalore,West Bengal,C1733,P22,Credit Card,13375.04,20,3,0,0,9,10700.03,32100.090000000004,8025.030000000001
T1671,2021,Winter,Grocery,Bangalore,West Bengal,C28,P397,Wallet,46435.35,63,3,0,0,15,17181.08,51543.240000000005,87762.81
T1672,2022,Winter,Mobiles,Pune,West Bengal,C729,P410,Credit Card,33438.67,5,3,0,0,5,31766.74,95300.22,5015.78999999999
T1673,2023,Festive,Grocery,Hyderabad,Telangana,C1753,P481,Debit Card,20821.98,5,2,0,1,19,19780.88,39561.76,2082.199999999997
T1674,2023,Monsoon,Home,Bangalore,Maharashtra,C573,P254,COD,34076.06,35,3,0,0,7,22149.44,66448.31999999999,35779.86
T1675,2023,Festive,Fashion,Mumbai,Delhi,C1599,P323,Debit Card,20185.38,26,1,0,0,2,14937.18,14937.18,5248.200000000001
T1676,2021,Monsoon,Home,Delhi,Karnataka,C1214,P17,Wallet,5886.35,63,1,1,0,1,2177.95,2177.95,3708.4000000000005
T1677,2022,Summer,Beauty,Delhi,Tamil Nadu,C1333,P231,Wallet,36005.14,32,4,0,0,9,24483.5,97934.0,46086.56
T1678,2020,Monsoon,Home,Delhi,Tamil Nadu,C1985,P152,Credit Card,41239.56,31,2,0,0,7,28455.3,56910.6,25568.519999999997
T1679,2020,Monsoon,Electronics,Chennai,Maharashtra,C1700,P161,UPI,36494.55,5,4,0,0,11,34669.82,138679.28,7298.920000000013
T1680,2021,Summer,Grocery,Kolkata,Maharashtra,C233,P450,UPI,11609.91,6,4,0,0,19,10913.32,43653.28,2786.3600000000006
T1681,2023,Winter,Grocery,Chennai,Telangana,C833,P493,Wallet,47840.42,53,3,0,0,11,22485.0,67455.0,76066.26
T1682,2019,Summer,Electronics,Mumbai,Karnataka,C600,P52,Wallet,1457.68,23,1,0,0,8,1122.41,1122.41,335.27
T1683,2021,Festive,Grocery,Kolkata,West Bengal,C1076,P117,COD,16767.73,32,1,0,0,18,11402.06,11402.06,5365.67
T1684,2021,Festive,Home,Pune,Tamil Nadu,C1973,P266,Wallet,13152.6,43,3,0,0,21,7496.98,22490.94,16966.86
T1685,2022,Festive,Beauty,Bangalore,Maharashtra,C1335,P250,Wallet,2596.69,23,3,0,0,14,1999.45,5998.35,1791.72
T1686,2020,Festive,Mobiles,Chennai,Delhi,C1115,P393,COD,20405.34,68,2,0,0,13,6529.71,13059.42,27751.260000000002
T1687,2021,Festive,Electronics,Kolkata,Tamil Nadu,C449,P384,Debit Card,31231.12,62,1,0,0,4,11867.83,11867.83,19363.29
T1688,2021,Winter,Home,Bangalore,Maharashtra,C577,P485,Debit Card,44151.13,21,4,0,0,17,34879.39,139517.56,37086.95999999999
T1689,2023,Winter,Home,Kolkata,Delhi,C1404,P23,COD,49486.55,45,4,0,1,11,27217.6,108870.4,89075.80000000002
T1690,2023,Monsoon,Home,Bangalore,Telangana,C1536,P459,COD,40442.86,9,2,0,0,5,36803.0,73606.0,7279.720000000001
T1691,2019,Festive,Mobiles,Kolkata,West Bengal,C967,P200,Debit Card,23540.29,27,1,0,0,19,17184.41,17184.41,6355.880000000001
T1692,2022,Summer,Fashion,Chennai,Maharashtra,C951,P465,Debit Card,36240.48,14,3,1,0,20,31166.81,93500.43000000001,15221.010000000006
T1693,2019,Festive,Grocery,Chennai,Delhi,C372,P302,Debit Card,42212.46,16,4,0,0,10,35458.47,141833.88,27015.959999999992
T1694,2023,Winter,Grocery,Mumbai,Tamil Nadu,C1140,P271,Debit Card,23372.3,14,1,0,0,14,20100.18,20100.18,3272.119999999999
T1695,2020,Festive,Beauty,Pune,Karnataka,C1679,P260,Credit Card,39295.71,64,1,0,0,21,14146.46,14146.46,25149.25
T1696,2023,Winter,Fashion,Pune,Delhi,C1225,P474,COD,24236.09,34,1,0,0,22,15995.82,15995.82,8240.27
T1697,2022,Monsoon,Grocery,Hyderabad,Karnataka,C259,P438,UPI,19447.5,28,3,0,0,3,14002.2,42006.600000000006,16335.899999999998
T1698,2023,Monsoon,Beauty,Delhi,Karnataka,C359,P416,Credit Card,26399.32,17,4,0,0,23,21911.44,87645.76,17951.520000000004
T1699,2022,Monsoon,Beauty,Chennai,Delhi,C894,P308,UPI,33857.57,13,3,0,0,13,29456.09,88368.27,13204.439999999999
T1700,2022,Winter,Home,Chennai,Maharashtra,C1045,P77,UPI,36398.73,22,1,1,0,4,28391.01,28391.01,8007.720000000005
T1701,2022,Festive,Electronics,Bangalore,Maharashtra,C1984,P15,Wallet,17965.47,39,1,0,0,22,10958.94,10958.94,7006.530000000001
T1702,2022,Festive,Home,Hyderabad,Telangana,C566,P485,COD,28651.75,8,4,0,0,21,26359.61,105438.44,9168.559999999998
T1703,2022,Summer,Mobiles,Pune,Maharashtra,C150,P95,Credit Card,45511.57,45,4,0,0,20,25031.36,100125.44,81920.84
T1704,2020,Winter,Grocery,Chennai,Delhi,C1994,P217,COD,48820.38,30,3,0,0,22,34174.27,102522.81,43938.33
T1705,2019,Summer,Beauty,Kolkata,Maharashtra,C696,P32,Debit Card,11516.95,48,3,0,0,10,5988.81,17966.43,16584.420000000002
T1706,2021,Monsoon,Electronics,Pune,Maharashtra,C533,P1,COD,9802.99,46,3,0,1,19,5293.61,15880.829999999998,13528.14
T1707,2019,Festive,Grocery,Hyderabad,West Bengal,C741,P159,UPI,33898.94,14,1,1,0,6,29153.09,29153.09,4745.850000000002
T1708,2022,Winter,Beauty,Delhi,Karnataka,C831,P462,Debit Card,20851.26,5,4,0,0,12,19808.7,79234.8,4170.239999999991
T1709,2020,Summer,Beauty,Kolkata,West Bengal,C705,P456,COD,1406.27,58,2,0,0,18,590.63,1181.26,1631.28
T1710,2023,Summer,Home,Bangalore,Tamil Nadu,C945,P325,COD,17473.72,20,4,0,0,23,13978.98,55915.92,13978.960000000006
T1711,2020,Summer,Electronics,Mumbai,Karnataka,C1089,P276,UPI,40375.89,50,4,0,1,3,20187.94,80751.76,80751.8
T1712,2022,Festive,Electronics,Kolkata,Tamil Nadu,C1491,P164,Debit Card,39911.86,17,4,0,0,19,33126.84,132507.36,27140.080000000016
T1713,2020,Festive,Grocery,Pune,Maharashtra,C760,P467,UPI,24835.32,68,2,0,0,11,7947.3,15894.6,33776.04
T1714,2020,Festive,Beauty,Delhi,Maharashtra,C1020,P346,COD,23734.38,59,3,0,0,13,9731.1,29193.300000000003,42009.840000000004
T1715,2022,Winter,Electronics,Kolkata,West Bengal,C1410,P134,Credit Card,29059.47,67,2,0,0,0,9589.63,19179.26,38939.68000000001
T1716,2020,Festive,Electronics,Hyderabad,Maharashtra,C1372,P23,Credit Card,11125.96,22,4,0,0,7,8678.25,34713.0,9790.839999999997
T1717,2021,Winter,Grocery,Hyderabad,Delhi,C1836,P298,Wallet,26396.97,65,4,0,0,15,9238.94,36955.76,68632.12
T1718,2021,Summer,Home,Delhi,Karnataka,C823,P462,Credit Card,750.11,24,1,0,0,20,570.08,570.08,180.02999999999997
T1719,2020,Summer,Fashion,Pune,Tamil Nadu,C762,P256,Debit Card,23882.87,69,4,0,0,18,7403.69,29614.76,65916.72
T1720,2023,Monsoon,Mobiles,Hyderabad,Maharashtra,C754,P274,Wallet,16935.34,68,2,1,0,4,5419.31,10838.62,23032.059999999998
T1721,2022,Festive,Fashion,Kolkata,West Bengal,C975,P350,Debit Card,33808.51,68,2,0,0,13,10818.72,21637.44,45979.58
T1722,2021,Summer,Electronics,Mumbai,West Bengal,C1879,P82,Credit Card,31990.01,17,2,0,0,11,26551.71,53103.42,10876.599999999999
